tier,puuid
GRANDMASTER,rfjBWw26meyLxckZbx7zyKkaxjKkvsX8Rfj7b4hSERJ4RR1u62xrhbUZD83kr7h022la1JCYRx5HIg
GRANDMASTER,BFxLDORLFEqFC7QuvuuVr7sojL7pSVy5bHqvnG3xqmEwsJSjHLOkpDwDJ2JNsx0HR29ttY6kn61c0Q
GRANDMASTER,4kXYqPQ8N-3N0vyvo4XgLu_tdDSYmxxaSsR1lCwoa1W0NV90hAAjcPok1wCVSwqHrMDnouYySURDsA
GRANDMASTER,VgyJu6j4GMOO-0-dTfXuAMv0rsx6Go9RmrtMZF1uNye-m7w9yP_NYO4dBS8i5VjtLvItaeUITqxz1Q
GRANDMASTER,54PyYp5nhHeBpJkO7Gpkam1_D4jmCtQfLezP3e5V2lG0qcFs9OudP2XY6-Kv5naLDqnRIrc4XtvW7Q
GRANDMASTER,foK7TE4158_JGM3cX67PlnPymcOuzb9Bm20OQMPJnOQY8pY2i7SHatuXl46NZyGJ1MrGsePeJ6X7sA
GRANDMASTER,8pkeCYp-9MFlCGWOpJ-joHg2dgdMT7owPWeDu2brorRRiVWhGbaFPcKDhjDlzseCGakDDvLimBg1Iw
GRANDMASTER,xJPR2zUSIToBud1Iicb94Clz8mkr2Q23hF5XV_XNT7YC1u9lVqufZVfqVg7uxLpWtvk5OLgdXM0PQg
GRANDMASTER,rtEVCnLSNd9JIeb5yJ83C2WNsFvA9L95TPzRKW5ozcFQv07m2BQ-ZYJbrqg65q4yoYIjOCckDWtNQQ
GRANDMASTER,adPPIC5QNS4jp4H3bNze67Rf3qYOO28LbBaYztY0zY4Yo6-I5DsQpOjy3dn0_l7LYxcmORoxGvNmgw
GRANDMASTER,GS-tPZUpO0tQUbyY7ipMomeYLdyzPWYGM7jxUC_Bju71_CHQkKZBNCQkr11Yg-tVplVkMzBLXsGQBA
